,City,Country,Latitude,Temperature,Humidity,Cloudiness,Wind Speed,APICall
347,tateyama,JP,36.66,23.15,85,44,1.92,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=tateyama,JP"
348,taoudenni,ML,22.68,63.11,21,0,7.4,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=taoudenni,ML"
350,hasaki,JP,35.73,37.4,100,20,1.12,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=hasaki,JP"
351,adrar,DZ,27.87,64.4,12,0,8.05,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=adrar,DZ"
352,tabuk,SA,28.38,66.2,13,0,8.05,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=tabuk,SA"
353,lakhimpur,IN,27.24,60.68,99,68,7.07,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=lakhimpur,IN"
355,los llanos de aridane,ES,28.66,64.4,63,40,5.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=los%20llanos%20de%20aridane,ES"
356,creel,MX,27.75,54.2,40,48,12.21,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=creel,MX"
357,marsh harbour,BS,26.54,71.66,100,0,6.4,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=marsh%20harbour,BS"
358,ribeira grande,PT,38.52,62.6,93,20,12.75,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ribeira%20grande,PT"
360,muroto,JP,33.37,42.23,100,12,0.92,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=muroto,JP"
361,bay saint louis,US,30.31,75.2,88,75,8.05,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=bay%20saint%20louis,US"
362,marrakesh,MA,31.63,55.4,58,40,5.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=marrakesh,MA"
364,pishin,PK,30.58,39.62,72,68,3.38,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=pishin,PK"
365,ismailia,EG,30.6,56.9,75,0,10.98,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ismailia,EG"
366,saint simons,US,31.14,78.8,60,75,12.75,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=saint%20simons,US"
367,pasighat,IN,28.06,53.3,99,92,1.14,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=pasighat,IN"
368,shenjiamen,CN,29.96,54.2,92,92,10.09,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=shenjiamen,CN"
371,oyama,JP,36.31,33.8,86,75,2.24,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=oyama,JP"
372,kulachi,PK,31.93,53.39,67,20,2.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kulachi,PK"
374,shahr-e kord,IR,32.33,41.0,48,40,6.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=shahr-e%20kord,IR"
375,shahreza,IR,32.01,35.48,47,20,5.17,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=shahreza,IR"
376,hit,IQ,33.64,54.56,29,0,8.75,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=hit,IQ"
378,kahului,US,20.89,80.6,74,20,14.99,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kahului,US"
381,half moon bay,US,37.46,57.2,76,1,9.17,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=half%20moon%20bay,US"
382,buckeye,US,33.37,68.0,68,1,12.75,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=buckeye,US"
383,griffin,US,33.25,73.4,56,75,9.17,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=griffin,US"
384,owase,JP,34.07,29.63,100,0,0.69,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=owase,JP"
385,nikolskoye,RU,59.7,21.2,85,75,4.47,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=nikolskoye,RU"
386,morro bay,US,35.37,57.2,66,75,8.05,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=morro%20bay,US"
387,xuanwu,CN,32.07,51.8,87,40,6.71,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=xuanwu,CN"
389,daokou,CN,35.61,33.86,65,92,5.5,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=daokou,CN"
390,yatou,CN,33.81,35.48,100,92,1.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=yatou,CN"
391,hirado,JP,33.32,53.3,100,12,5.39,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=hirado,JP"
392,kumluca,TR,36.37,38.36,81,56,1.36,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kumluca,TR"
393,herat,AF,34.35,52.22,74,88,13.44,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=herat,AF"
394,saint george,BM,32.38,62.6,55,40,19.46,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=saint%20george,BM"
396,korla,CN,41.76,32.69,91,12,3.04,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=korla,CN"
397,ukiah,US,39.15,51.8,57,1,5.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ukiah,US"
398,cortez,US,37.35,55.4,17,1,18.34,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=cortez,US"
399,nemuro,JP,43.32,33.59,99,0,21.27,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=nemuro,JP"
401,lithakia,GR,37.72,73.4,27,75,19.46,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=lithakia,GR"
403,cascais,PT,38.7,48.2,93,75,2.24,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=cascais,PT"
404,waterloo,US,42.5,46.4,48,90,6.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=waterloo,US"
405,fortuna,US,40.6,51.8,61,1,5.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=fortuna,US"
406,ardabil,IR,38.25,18.47,77,0,2.37,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ardabil,IR"
407,torbay,CA,47.66,33.8,59,75,4.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=torbay,CA"
408,murakami,JP,38.29,14.15,82,24,2.15,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=murakami,JP"
410,yangcun,CN,29.98,51.95,100,92,2.48,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=yangcun,CN"
411,balkanabat,TM,39.51,46.82,99,88,2.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=balkanabat,TM"
412,bay roberts,CA,47.58,33.8,59,75,4.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=bay%20roberts,CA"
413,ryotsu,JP,38.08,37.46,100,48,4.5,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ryotsu,JP"
414,franklin park,US,41.94,46.4,30,20,14.99,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=franklin%20park,US"
415,north platte,US,41.12,41.0,75,40,5.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=north%20platte,US"
416,kodiak,US,39.95,39.2,86,90,11.41,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kodiak,US"
417,guarda,PT,40.54,39.08,96,92,2.71,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=guarda,PT"
418,duzce,TR,40.84,57.62,47,20,4.38,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=duzce,TR"
419,khasan,RU,42.43,26.12,92,0,9.53,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=khasan,RU"
420,severo-kurilsk,RU,50.68,19.91,100,48,22.06,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=severo-kurilsk,RU"
422,findlay,US,41.04,44.6,59,90,8.05,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=findlay,US"
423,jining,CN,35.41,41.42,98,92,10.31,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=jining,CN"
424,gazojak,TM,41.19,47.72,76,92,8.08,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=gazojak,TM"
425,iwanai,JP,42.97,35.66,100,80,20.49,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=iwanai,JP"
427,montefiascone,IT,42.54,41.15,100,12,4.16,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=montefiascone,IT"
428,grants pass,US,42.44,46.4,70,90,2.59,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=grants%20pass,US"
429,brignoles,FR,43.41,53.6,76,36,4.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=brignoles,FR"
430,provideniya,RU,64.42,0.92,100,44,44.65,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=provideniya,RU"
431,erenhot,CN,43.65,17.84,57,32,2.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=erenhot,CN"
432,bend,US,44.06,42.8,52,75,11.41,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=bend,US"
433,rapid valley,US,44.06,42.8,86,1,13.87,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=rapid%20valley,US"
434,north bend,US,43.41,48.2,87,90,11.41,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=north%20bend,US"
435,pesaro,IT,43.91,50.0,87,40,9.19,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=pesaro,IT"
436,nayoro,JP,44.36,31.7,87,88,10.09,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=nayoro,JP"
437,muros,ES,42.77,42.8,93,40,3.36,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=muros,ES"
438,yuzhno-sukhokumsk,RU,44.66,33.32,94,24,4.5,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=yuzhno-sukhokumsk,RU"
439,huntsville,CA,45.33,26.6,21,1,9.17,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=huntsville,CA"
440,chifeng,CN,42.27,18.38,78,0,2.59,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=chifeng,CN"
441,mandalgovi,MN,45.76,24.95,64,80,1.92,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=mandalgovi,MN"
442,suamico,US,44.63,50.0,19,1,4.72,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=suamico,US"
443,cerasu,RO,45.32,44.12,84,80,5.06,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=cerasu,RO"
444,eloszallas,HU,46.83,35.3,100,92,21.61,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=eloszallas,HU"
445,bethel,US,60.79,32.0,95,90,9.17,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=bethel,US"
446,marquette,US,46.54,39.2,27,20,6.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=marquette,US"
447,carballo,ES,43.21,48.2,70,20,2.24,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=carballo,ES"
448,kayiry,UA,46.95,42.95,98,92,9.42,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kayiry,UA"
449,petropavlovsk-kamchatskiy,RU,53.05,17.6,40,40,15.66,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=petropavlovsk-kamchatskiy,RU"
450,altay,CN,47.83,14.78,67,44,2.15,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=altay,CN"
451,dingle,IE,52.14,37.91,100,0,24.29,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=dingle,IE"
452,ucluelet,CA,48.94,48.2,76,90,10.29,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ucluelet,CA"
453,ferme-neuve,CA,46.7,16.04,40,0,5.95,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ferme-neuve,CA"
454,kyra,RU,49.58,23.24,74,0,7.4,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kyra,RU"
455,vysokogornyy,RU,50.1,15.05,85,76,4.27,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=vysokogornyy,RU"
456,cap-chat,CA,49.1,19.37,100,68,18.25,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=cap-chat,CA"
457,ulaanbaatar,MN,47.92,24.8,68,40,2.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ulaanbaatar,MN"
458,killarney,CA,49.18,30.2,74,1,13.87,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=killarney,CA"
459,atasu,KZ,48.68,20.99,69,64,6.73,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=atasu,KZ"
460,khingansk,RU,49.12,17.48,92,68,3.71,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=khingansk,RU"
461,semey,KZ,50.41,18.2,85,76,2.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=semey,KZ"
463,kapuskasing,CA,49.42,14.0,28,40,4.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kapuskasing,CA"
464,dauriya,RU,49.93,23.33,74,0,17.13,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=dauriya,RU"
465,saint-ambroise,CA,48.56,14.0,72,20,24.16,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=saint-ambroise,CA"
466,belz,UA,50.38,19.4,73,75,17.9,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=belz,UA"
467,chapais,CA,49.78,6.8,46,40,14.99,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=chapais,CA"
468,bonavista,CA,48.65,32.06,94,68,2.04,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=bonavista,CA"
469,sitka,US,37.17,62.3,34,56,9.75,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=sitka,US"
470,mazyr,BY,52.05,12.26,80,24,14.45,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=mazyr,BY"
471,havre-saint-pierre,CA,50.23,30.2,68,90,9.17,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=havre-saint-pierre,CA"
472,rawa mazowiecka,PL,51.76,23.0,53,12,21.92,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=rawa%20mazowiecka,PL"
473,drumheller,CA,51.47,30.35,100,92,4.38,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=drumheller,CA"
474,khlevnoye,RU,54.57,6.05,81,68,16.02,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=khlevnoye,RU"
475,rzhaksa,RU,52.14,27.02,99,92,12.44,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=rzhaksa,RU"
476,moose factory,CA,51.26,6.8,42,20,13.87,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=moose%20factory,CA"
478,gimli,CA,50.63,29.99,99,20,8.41,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=gimli,CA"
480,altrincham,GB,53.38,32.0,79,75,13.87,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=altrincham,GB"
481,ekhabi,RU,53.51,-3.68,64,20,9.64,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ekhabi,RU"
482,ishimbay,RU,53.45,7.31,76,24,2.93,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ishimbay,RU"
483,nanortalik,GL,60.14,36.29,84,32,29.55,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=nanortalik,GL"
484,beaverlodge,CA,55.21,28.4,92,75,4.16,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=beaverlodge,CA"
485,vestmannaeyjar,IS,63.44,44.84,92,92,17.69,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=vestmannaeyjar,IS"
486,thompson,CA,55.74,21.2,44,5,11.41,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=thompson,CA"
487,consett,GB,54.85,30.2,68,40,19.46,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=consett,GB"
488,beringovskiy,RU,63.05,19.28,89,76,26.31,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=beringovskiy,RU"
489,slave lake,CA,55.28,32.0,64,75,4.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=slave%20lake,CA"
490,sept-iles,CA,50.2,24.8,38,75,12.75,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=sept-iles,CA"
491,kolyvan,RU,55.31,15.8,85,32,4.47,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kolyvan,RU"
492,kichera,RU,55.93,-4.49,61,0,2.59,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kichera,RU"
493,fort saint james,CA,54.43,39.17,80,24,1.25,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=fort%20saint%20james,CA"
494,boddam,GB,57.47,30.2,86,40,10.29,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=boddam,GB"
495,andreapol,RU,56.65,-2.87,61,8,3.15,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=andreapol,RU"
496,buncrana,IE,55.13,35.66,81,24,22.95,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=buncrana,IE"
497,kingseat,GB,56.1,32.0,80,40,25.28,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kingseat,GB"
499,rassvet,RU,49.11,38.09,94,92,22.95,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=rassvet,RU"
500,haines junction,CA,60.75,22.88,86,12,1.7,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=haines%20junction,CA"
501,oskarshamn,SE,57.26,24.8,62,40,10.29,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=oskarshamn,SE"
502,tugulym,RU,57.06,28.4,79,40,11.18,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=tugulym,RU"
504,okhotsk,RU,59.36,5.33,100,76,4.83,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=okhotsk,RU"
506,turtas,RU,58.94,31.52,84,88,12.66,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=turtas,RU"
507,ust-maya,RU,60.42,-20.42,58,8,4.94,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=ust-maya,RU"
509,paamiut,GL,61.99,31.61,92,80,7.63,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=paamiut,GL"
510,whitehorse,CA,60.72,32.0,91,40,3.04,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=whitehorse,CA"
512,gari,RU,59.43,12.89,60,20,10.31,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=gari,RU"
513,belyy yar,RU,53.6,21.2,85,24,4.47,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=belyy%20yar,RU"
516,peleduy,RU,59.63,-5.66,55,24,2.59,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=peleduy,RU"
518,nuuk,GL,64.17,30.2,74,20,14.99,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=nuuk,GL"
519,kargasok,RU,59.06,26.21,75,48,7.29,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=kargasok,RU"
520,teya,RU,60.37,20.72,83,44,5.61,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=teya,RU"
521,solnechnyy,RU,50.72,15.05,80,76,4.72,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=solnechnyy,RU"
522,iqaluit,CA,63.75,15.8,66,75,2.24,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=iqaluit,CA"
523,qaqortoq,GL,60.72,44.6,39,75,5.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=qaqortoq,GL"
524,omsukchan,RU,62.53,-14.48,79,76,4.27,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=omsukchan,RU"
526,palmer,US,61.6,32.0,92,90,3.36,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=palmer,US"
527,wasilla,US,61.58,32.0,92,90,3.36,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=wasilla,US"
528,yerbogachen,RU,61.28,-6.65,58,8,2.82,"http://api.openweathermap.org/data/2.5/weather?appid=63340cc13e489b8d48a66d2dedaaac62&units=imperial&q=yerbogachen,RU"
